Date,Price,Open,High,Low,Vol
2013-01-02,0.8572480441785549,0.8298604819713717,0.7774100475220639,0.8945737889598196,0.23445700573599043
2013-01-03,0.8542107685227794,0.8362022105453888,0.773336727766463,0.8979534359744649,0.24363202402186604
2013-01-04,0.8465715600552232,0.8318535966660627,0.7679056347589953,0.886218550506947,0.24496657213617523
2013-01-07,0.8473999079613438,0.829135712991484,0.7671418873048201,0.8877206158467893,0.26058335151227396
2013-01-08,0.8523699953980671,0.829135712991484,0.7737610319076714,0.8931656027037177,0.24839276777579591
2013-01-09,0.8507132995858261,0.8334843268708101,0.7717243720298711,0.8930717236199773,0.22009778131375995
2013-01-10,0.851909802116889,0.8314912121761189,0.7807196198234896,0.8976717987232444,0.25220392921762114
2013-01-11,0.8404049700874366,0.8339373074832399,0.7693482688391039,0.8788959819752159,0.21511889027191416
2013-01-14,0.8518177634606533,0.8218880231926076,0.7710454854039376,0.885561396920766,0.14089748360687293
2013-01-15,0.8372756557754256,0.833756115238268,0.7736761710794298,0.8844348479158842,0.12938700612095624
2013-01-16,0.8401288541187298,0.8209820619677477,0.759928716904277,0.884904243334585,0.024740468888347085
2013-01-17,0.8446387482742751,0.813915564413843,0.7645112016293278,0.8774877957191137,0.2641635334727765
2013-01-18,0.851909802116889,0.8262366370719334,0.7695179904955872,0.8870634622606083,0.23364857755136084
2013-01-21,0.8502531063046478,0.8314006160536329,0.7696877121520705,0.8958880961321817,0.09515071411156309
2013-01-22,0.8567878508973769,0.8317630005435768,0.7752885268160218,0.8953248216297408,0.26616535564424026
2013-01-23,0.8602853198343304,0.8381953252400798,0.779531568228106,0.9019902365752911,0.3070487238383657
2013-01-24,0.8647031753336402,0.8412755934046023,0.7837746096401902,0.9051821254224558,0.27095176378498376
2013-01-25,0.8647031753336402,0.8459865917738723,0.7853869653767821,0.909218926023282,0.2616740879518536
2013-01-28,0.8665439484583525,0.8475267258561334,0.7850475220638153,0.9070597070972587,0.22036725737530316
2013-01-29,0.8746433502070868,0.8477985142235913,0.7909029192124915,0.9114720240330453,0.2675255681453631
2013-01-30,0.8796134376438104,0.855046204022468,0.7972674813306178,0.9208599324070595,0.2568748476177033
2013-01-31,0.8855959502991256,0.8607537597390833,0.8016802443991854,0.9228313931656026,0.25030476459341194
2013-02-01,0.8967326277036355,0.8685450262728756,0.8127970128988459,0.9333458505444988,0.3149276905901526
2013-02-04,0.8860561435803037,0.8751585432143505,0.8094025797691786,0.9325948178745774,0.2752890451564886
2013-02-05,0.8945236999539806,0.8658271425982969,0.8141547861507129,0.9296845662786332,0.29086732795236686
2013-02-06,0.8964565117349287,0.8747055626019207,0.8126272912423625,0.9363499812241832,0.26607553029039255
2013-02-07,0.9011504832029452,0.8787823881137888,0.8192464358452138,0.9456440105144573,0.3103722619307318
2013-02-08,0.916428900138058,0.8840369632179743,0.8306177868295995,0.951276755538866,0.2644073451475061
2013-02-11,0.9093419236079153,0.8969016126109803,0.8297691785471827,0.9534359744648891,0.180741444135046
2013-02-12,0.9142199723884031,0.891194056894365,0.8283265444670741,0.9559707097258731,0.12520371107033323
2013-02-13,0.9147722043258167,0.8947273056713172,0.8301934826883911,0.9614156965828012,0.03514737774127731
2013-02-14,0.9081454210768521,0.8878420003623846,0.8231500339443313,0.950713481036425,0.23923058168332711
2013-02-15,0.9050161067648411,0.8883855770973001,0.8216225390359809,0.9416072099136311,0.2772395385543251
2013-02-18,0.9024390243902437,0.8870266352600109,0.8223014256619144,0.9476154712730004,0.07690333508706643
2013-02-19,0.9037275655775424,0.8840369632179743,0.8172946367956551,0.944141945174615,0.17255450474149545
2013-02-20,0.8860561435803037,0.8828592136256568,0.8178038017651053,0.9297784453623733,0.28078122393460714
2013-02-21,0.8670041417395306,0.863381047291176,0.7978615071283096,0.9138190011265489,0.31870035545175734
2013-02-22,0.8722503451449607,0.8488856676934227,0.7934487440597421,0.916447615471273,0.2220867712918169
2013-02-25,0.8753796594569719,0.8542308389200943,0.8026137135098439,0.9137251220428088,0.24395282885703654
2013-02-26,0.8594569719282098,0.8492480521833665,0.7896300067888663,0.9052760045061959,0.32953072668711264
2013-02-27,0.8517257248044178,0.8416379778945462,0.7812287847929396,0.8981411941419452,0.2817693028269322
2013-02-28,0.8472158306488725,0.8339373074832399,0.7746096401900883,0.8908186256102141,0.2874667966995598
2013-03-01,0.8381960423377818,0.8244247146222143,0.7643414799728445,0.8809613218174989,0.3226911676012781
2013-03-04,0.8353428439944776,0.8215256387026635,0.7603530210454854,0.8787082238077356,0.2904566977633487
2013-03-05,0.8493327197422916,0.8171770248233375,0.7691785471826206,0.8835899361622229,0.29927241463383336
2013-03-06,0.8442705936493328,0.8328501540134083,0.7717243720298711,0.8869695831768681,0.2583633820528943
2013-03-07,0.8450989415554532,0.8260554448269615,0.7646809232858114,0.8865001877581674,0.2728637606025998
2013-03-08,0.8423377818683847,0.8244247146222143,0.7640868974881195,0.8745775441231692,0.2932412837326284
2013-03-11,0.8365393465255407,0.8223410038050372,0.7589103869653768,0.8782388283890349,0.210948427414698
2013-03-12,0.8312931431201104,0.8174488131907954,0.7629837067209777,0.8760796094630116,0.1867982394230646
2013-03-13,0.8208927749654854,0.8135531799238993,0.7518669382213171,0.8630304168231316,0.1357646062441453
2013-03-14,0.8291762540266913,0.801413299510781,0.7526306856754923,0.8655651520841158,0.022892633037765148
2013-03-15,0.8328578002761159,0.8101105272694329,0.7572980312287848,0.8734509951182875,0.23826816717781568
